# Full round-trip on one node / two nodes
1;1.50919e-05;0.000578809;
2;1.9598e-05;0.000731492;
4;3.99113e-05;0.0013767;
8;6.31094e-05;0.0024246;
16;0.000113297;0.00343552;
32;0.00018909;0.00575199;
64;0.000371909;0.0101233;
128;0.000340486;0.0193741;
256;0.000477886;0.0370155;
512;0.0011328;0.0727107;
1024;0.00567129;0.14822;
